,Change
256,0.012072015818503479
257,-0.0064781491002571245
258,0.0
260,-0.005046657779470554
261,-0.036175710594315236
262,-0.04061165723364113
263,-0.0011384806458289987
264,-0.00973992332400786
265,-0.02197342262216173
266,0.03252380442922864
267,-0.031499326494663804
268,-0.020220391569487517
269,-0.010264249836208772
270,0.0091571050308914
271,0.050508363397835376
272,0.0032261421583932304
273,-0.015248962655601606
274,0.00895396608026977
275,-0.02735435372729167
276,0.014598540145985384
277,0.004337706305543865
278,0.002317497103128563
279,-0.018812401471360984
280,-0.01692373607540698
282,-0.018494055482166427
283,-0.019964109466128255
284,0.04440375371938665
285,-0.00460223537146609
286,0.0405107881990312
287,0.0
288,-0.005607278882776123
289,-0.01787424194063203
290,-0.0021666125013540816
291,0.002171316903702092
292,0.020582818762864274
293,-0.004458125464388063
294,0.024522870242030148
295,-0.030492246851909655
296,-0.018140832975525933
297,-0.012572428118508783
298,-0.02214348981399472
299,-0.0036231884057971175
300,0.009659090909091006
301,-0.003489026449071453
302,-0.03681951660266547
303,0.013602251407129451
305,0.01919344403709289
306,-0.004443504020313127
307,-0.009032943676939409
308,-0.00214477211796249
309,0.004513702310585677
310,-0.011233550871937559
311,0.03516554858255794
312,0.016515104003344883
313,-0.008740359897172256
314,0.003319502074688785
315,0.006617038875103454
316,0.013968775677896561
317,-0.02664100486223664
318,-0.02299927151628678
319,-0.04686834256497652
320,0.042132320071524454
321,0.05630026809651478
322,0.009746192893401062
323,0.0136738387291373
324,0.0
325,0.0
326,-0.031243800833168023
327,-0.013002969181939217
328,0.013174273858921115
329,0.04074946247568345
330,0.011411706837186397
331,-0.0030152708880458734
332,0.018536585365853675
333,-0.030172413793103425
334,0.0
335,-0.008395061728395103
336,0.031374501992031956
337,0.0
338,-0.0010622887493964006
339,-0.015177880897138452
340,-0.003043094139589697
341,0.05366285939346205
342,-0.00289692552097931
343,0.028491096532333726
344,0.004829597229816018
345,0.02194613222091224
346,0.006477948353891261
347,0.009257626520895679
349,-0.010123930877989129
350,-0.02962440486686646
351,0.048700708704343176
352,0.018194420377750875
353,-0.01693328795098703
354,0.0
355,0.015407253527222275
356,-0.0018753729434830557
357,-0.017764113075412036
358,-0.018259281801582428
359,0.01381631387831006
360,-0.0027081331353192573
361,-0.020322354590049052
362,0.01412732474964229
363,-0.006436254628813254
364,0.01402076493033988
365,-0.0028878970858493558
366,-0.0007898894154818592
367,-0.03689064558629773
368,-0.010579115367077119
369,0.034841920914369995
370,0.0008907098957868786
371,0.009344130995817324
373,-0.019573111327606085
374,0.01129177958446248
375,0.017775792764627152
376,0.0600315955766193
377,0.017386984600099353
378,0.0025227864583332593
379,-0.027193765727737684
380,0.007843791722296434
381,-0.023513826792515347
382,0.0018653552653891126
383,0.0
384,-0.017941773865944532
385,-0.019820751465012054
386,0.052663970458941556
387,0.04209471310448509
388,-0.008415484491464342
389,0.012689945037180683
390,0.005906297390054993
391,0.05831944775053555
392,-0.032313690208427004
393,-0.011311691330285867
394,-0.012381474806049675
395,0.07244306911052933
396,-0.0054010062148565074
397,0.039872052369262834
398,0.0007868946276556876
399,-0.029378127233738338
400,0.039472715222033994
401,-0.014098476797732906
402,0.011281977579764346
403,0.005968876572159498
404,-0.033411033411033464
405,0.013884828997369203
406,0.04166066022776427
407,0.02968447273733732
408,-0.015455950540958274
409,-0.008668350283257076
410,-0.030294684659873283
411,-0.02016472593013352
412,0.02898550724637672
413,0.0473239436619719
414,-0.002824098977945111
415,-0.0262306136210384
417,0.0
418,0.022896589433394787
419,0.016838166510757757
420,-0.016559337626494974
421,0.008352265134304426
422,-0.0026505864422503578
423,0.004119327619427349
424,0.020115132667240188
425,0.0899656223649219
426,0.04939300166627003
427,-0.011285017579675594
428,0.05420131918554638
429,-0.02285092491838958
430,-0.005846325167037869
431,0.0028563427611312253
432,0.02060761755836027
433,0.0027906976744185297
434,0.017188693659281995
435,0.042326055469127155
436,0.0
437,-0.021616057642820374
438,-0.03314045239347707
439,0.03427638737758443
440,-0.0016833245660179408
441,-0.010538518284329168
442,-0.03796996485248694
443,-0.05009687240520344
444,-0.04522144522144522
445,0.070556640625
446,0.020866590649943006
447,-0.02222718641796051
448,0.06779757824994292
449,0.03369884995988226
450,-0.018525226390685656
451,-0.021563768650814552
452,-0.03394762366634341
453,0.02521195894689865
454,-0.008650707290533188
455,0.023050326546292688
456,0.05359154551794432
457,0.008503054989816627
458,0.05997879537537232
459,0.008001905215527572
460,-0.0317535321079242
461,0.08145039285540001
462,0.08438628158844774
463,-0.014440282979608865
464,0.0
465,0.009331588058945295
466,0.002635542168674787
467,-0.007468602661993562
468,-0.0004624180258954169
469,-0.014551877865163765
470,0.023729247577994883
471,0.056072039021136444
473,0.05265836661185497
474,-0.025402610927213853
475,0.002022591970691545
476,-0.023993601706211676
477,0.0122917235727944
478,0.012142471667566213
479,-0.007997867235403855
480,0.027795907398164843
481,0.011430279033282309
482,0.008494294050300999
483,0.0350093382649137
484,0.03304673955347992
485,-0.00030825084768981714
486,-0.023057420857886757
487,-0.024338067683675302
488,-0.02602350742245063
489,0.007749935417204812
490,-0.02036107957666533
491,0.0412321034727674
492,-0.026459395418970355
493,0.010878784526311858
495,-0.026210683974038917
496,-0.007287508697403577
497,0.046074959421573025
499,-0.007286859363614284
500,0.020552972840714556
501,0.006130766859608894
502,0.014671840958605742
503,0.05357801858623823
504,-0.030441981913132077
505,-0.03418943772990013
506,-0.03533172373924576
507,0.026297236322617046
509,0.0013462120957157264
510,-0.03808019359392334
511,-0.042976939203354325
512,-0.05669952537422418
513,-0.03657545380655647
514,0.03077293909689871
515,0.1044118793358797
516,0.015209796379292095
517,0.007299777530589635
518,0.027848712816619603
519,-0.04794359576968277
520,0.005571816482702774
521,-0.04604594073294754
522,0.019300051466803803
523,0.049229992426155
524,-0.023820981713185807
525,0.00961301454276553
526,-0.010986328125
527,-0.03663998307296257
528,-0.03459257632330337
529,-0.05099912789595418
530,0.027688988333066877
531,0.019594883558182064
533,0.009191036840106248
534,-0.0019945807617040012
535,0.017421471397865762
536,0.04395685853007669
537,0.02687542159264389
538,0.0065689392891716825
539,-0.022772549289001853
540,-0.01806614881726476
541,0.0
542,-0.02630919569030321
543,-0.026284831997647196
544,0.02499339298523795
545,-0.012376146451066328
546,0.004699213068287689
547,-0.022235420765433056
548,0.016780561883067646
549,-0.010193413486670133
550,0.004338149307782313
551,0.01618840144230771
552,0.016337091110700364
553,-0.012655926101029169
554,0.04375851780912732
555,0.05999223629883188
556,-0.005226886839564515
557,-0.019344042838018716
558,0.003583373148590585
559,0.024313938858095074
560,0.045979682623995766
561,0.049703240549719085
562,-0.01303177818764556
563,0.04570798357943762
564,0.03383722974160652
565,-0.015443906033041466
566,0.025673497582316296
567,-0.02503086766191487
568,-0.04751899608565513
569,0.009246668479738984
571,-0.021747492380980615
572,0.01146331135442491
573,0.020065189438114972
574,0.013543621013133222
575,0.022502458494822797
576,-0.034142339895904095
577,-0.006472397129887231
578,0.0476653696498055
579,-0.0011817337722630494
580,-0.008873489394067402
581,0.0
582,0.031349477035016005
583,-0.01592856946013721
584,-0.009689434036237343
585,-0.005061787744252477
586,-0.028649386084583894
587,0.000936329588014928
588,-0.020579981290926086
589,-0.02820558739255019
590,-0.044227402561503704
591,0.015553199010250873
592,-0.036262380153782914
593,0.005877138260498516
594,-0.03838621229925576
595,-0.03350305498981665
596,0.03248691743054821
597,0.01071501462684532
598,0.014808333052872547
600,-0.014396963549505926
601,-0.009793506407277053
602,0.05528547959902097
603,0.027735417460922562
604,-0.06593712324955947
605,-0.03024887476833471
606,0.07173571769845055
607,0.036778754298815386
608,-0.043551706133480805
609,-0.019909444141164356
610,-0.02788244159758857
611,0.05665655544320858
612,0.008388887116838273
613,0.003321313342190102
614,-0.016551593682020194
615,0.032602423542989145
616,-0.021855887740212965
617,-0.006665185514330152
618,-0.024794708758027917
619,-0.008977425379247062
620,0.07607366019770545
621,0.06485805579451887
622,-0.015147580714965803
624,-0.010341446019434763
625,-0.014473170585232564
626,0.0
627,0.0035343225373998255
628,-0.025837204359838495
629,0.04712335598080153
630,-0.005922971605452743
631,-0.015988502649779912
632,-0.03535676251331199
633,-0.023720152666940053
634,0.028367419469484068
635,-0.020704389079141627
636,0.015078601219120857
637,0.04661820480404555
638,0.032251245659066896
639,-0.01743556738729779
640,-0.00931908178759644
641,0.0018633167037327425
642,-0.05462562994960407
643,-0.02490877359987309
644,-0.02551252847380414
645,0.046116342750283756
646,-0.02805886296166249
647,0.0
648,-0.01031266421439836
649,0.002090661711024122
650,-0.008312083981852458
651,0.0010685901288987054
652,-0.02098205350590432
653,-0.010664758594841395
654,-0.018425402948064495
655,-0.0429458615487176
656,0.04718260805807084
657,0.01652429631704244
658,0.002135280341644785
659,0.005395559832290786
660,-0.010699025807554219
661,-0.0032478750604657547
662,-0.020729339988907358
663,0.008884955752212376
664,0.008876881512929424
666,0.0041180734005403785
667,-0.0010170937366711374
668,-0.02374540199684705
669,0.03276703111858703
670,-0.030685038600605896
671,0.0
672,0.025304970259098614
673,0.04834480498197302
674,-0.00881663279662337
675,0.0
676,0.02378323817935213
677,0.0
678,-0.02997812490371876
679,-0.004002032778554154
680,-0.0029976401556222054
681,-0.011067041965199587
682,0.0
683,0.015266187981111345
684,-0.007008601465434805
685,-0.0019890920757138497
686,-0.06159187347306161
687,-0.002123869553302238
688,0.002128389975969869
689,-0.01288024116196218
690,0.02068295391449193
691,-0.0021419828641371375
692,0.017138573716310557
693,0.0021104113627228305
694,-0.008423867624937298
695,-0.008461719987863714
696,-0.02777777777777779
697,0.012134988634376676
698,-0.00435353465551791
699,0.001110494169905607
700,0.02714226289517474
701,0.00425230333097093
702,-0.039049635379910574
703,0.02636824619688749
704,0.00534941565300362
705,0.03084118484376064
706,0.041294055760126236
707,0.007924981055822178
708,-0.01866992450584215
709,-0.009991381236632901
710,0.028277552073257217
711,-0.010818099150230465
712,0.026881379572687436
713,0.00969315305303442
714,-0.011495658554482091
715,0.0067734751948533845
716,0.0202758747811127
717,0.014151937611032395
718,-0.021436418158605752
719,0.00573439728147096
721,-0.025582237239049066
722,-0.010712074303405594
723,-0.020592101145396557
724,0.053137781186094024
725,0.00473315331169033
726,0.018994413407821265
727,-0.013928402086296865
728,0.010338402356194099
729,0.02709857814266159
730,-0.0008977960554895636
731,0.0008986028175546057
732,0.009064844044136766
733,-0.008983410826014615
734,0.009064844044136766
735,0.006314218471959121
736,0.010780902401460235
737,0.02299661399548536
738,-0.011253620190318614
739,-0.006109297849192452
740,-0.02997642303805992
741,-0.00723379629629628
742,-0.0256484989798893
743,0.035686509123541654
744,0.03445686393437897
746,-0.020088478339500893
747,0.042789403447003105
748,0.0624081032511028
749,-0.022553693167256084
750,-0.016466516335413517
751,-0.011703545721141073
752,0.033017722748239775
753,-0.016372894633764234
755,-0.005016142373062249
756,0.0016625995548524841
757,0.03616844697882371
758,-0.002454526663910661
759,-0.025978398818928272
760,0.005823538797000483
761,0.04811632518175801
762,0.005574473451885442
763,0.021221090653689823
764,0.010046178031047459
765,-0.024440067118990272
766,-0.03205703459966103
767,0.03716198815348948
768,0.005462716956770031
769,0.015508853382065979
770,-0.02290800321003872
771,0.021877099977600345
772,-0.01836426518583467
773,0.006227669710202388
774,-0.018542719763284476
775,-0.022083762530462514
776,0.05240982427294205
777,0.03217459232496833
778,-0.015585828484934505
779,0.010571078490257735
780,-0.03211848893326674
781,-0.005379249361367688
782,0.007729731064628487
783,0.04616968092927509
784,-0.0036776762707894095
785,-0.047962758328827015
786,0.0069641666460869
787,-0.05155119558553034
788,0.04137253380911754
789,0.016388150870310092
790,0.013021278674907766
791,0.0007476004437370065
792,0.021953394221269074
793,0.021458215431050753
794,-0.02825615217692412
795,0.017128331828764276
796,0.007357234614037145
797,0.01163923023417568
798,0.0050192519251925916
799,-0.012154796925953781
800,0.00724871877741351
801,-0.02447744774477445
802,-0.009562071233906622
803,-0.009701828877766494
804,0.032360831656606415
805,0.0065430752453652374
806,-0.0014522486802978074
807,0.00724871877741351
808,-0.011505317198386544
809,0.030558775794110815
810,-0.008481821454283667
812,-0.006467889908256863
813,0.015213075395909215
814,0.0007049139322827802
815,-0.004976367933103076
816,0.01578021877640512
817,0.02329136690647493
818,0.03860181035240351
819,0.012628773295538576
820,-0.02949655316482136
821,0.013496060958284817
822,-0.007327174259318281
823,-0.0006846384253316184
824,-0.02954525991264878
825,0.021421637839745822
826,-0.018272532884079595
827,0.015180516137548672
828,0.010207398738703688
829,-0.016840434204316246
830,0.02740622749787258
831,0.027312307528936985
832,-0.010357445576895219
833,0.00981825778149159
834,0.00130326851468765
835,0.016858459186414043
836,0.01594912533777615
837,0.013798896088312862
838,-0.009271314159466582
839,0.005614845492194931
840,-0.005583495030293428
841,-0.009358075820324996
842,0.0
843,0.008180246814326386
844,-0.02065349574370523
846,0.021500392931267154
847,0.040261174892492146
848,0.05356973546980193
849,0.022606191504679574
850,-0.028741903689101678
851,0.010818549190874105
852,-0.012387952671208291
853,-0.008531648786509138
854,-0.01611160951317303
855,-0.0017491951841307474
856,-0.015807624196104042
857,0.04877171051385498
858,0.007368345011919297
859,0.007296522050914245
860,-0.012832149785537594
861,-0.023762304835394654
862,-0.011597842948954717
863,0.0
864,-0.032268310911808706
865,-0.0006178441102079324
866,-0.023647147466239082
867,0.040386251657201555
868,0.005953060215299066
869,-0.00236335104271046
870,0.014877004131448324
872,-0.014231516273666256
873,0.011545898167756086
874,-0.023428966722493283
875,-0.022816665113244428
876,0.017969897560138115
877,0.01941420085077672
878,-0.01904446772918622
879,-0.007083559769877956
880,0.006549023308483504
881,0.0017625440636015455
882,-0.017051622805375644
883,-0.020908311910882604
884,-0.02320244277184591
885,0.0306028990124243
886,0.019416162748014942
887,-0.030322556191486938
888,-0.022084978305906278
889,0.06587257174834127
890,-0.0052876321908047474
891,-0.02369462770970787
892,0.017569941884038487
893,0.015501963835075738
894,0.007604633781763903
895,0.04365160309307026
896,0.0005685755405908655
897,-0.05794399161827646
898,0.0035438265786993384
899,-0.012397159923362988
900,-0.07461295598919704
901,-0.046490597060939276
902,0.0690190330437781
903,0.033571932654501424
904,0.034920015606710875
905,0.041413760603204564
906,-0.03296106575922675
907,0.03228765020776403
908,-0.001704411524723004
909,0.020524184027462367
910,-0.0044494278035844825
911,0.015714106941738137
913,0.0
914,0.01149605476302451
915,-0.005389953677394921
916,-0.003808996156376643
917,-0.018005492022663327
918,0.021114296839049862
919,0.009775543807955644
920,0.03450110712507937
921,0.043737244686322896
922,-0.009967411175582197
923,0.009553935579177164
924,0.04844686908529883
925,0.020464509473748116
926,-0.0013973954926562726
927,-0.02801679221127218
928,0.01825644795687076
929,0.015116418988027291
930,0.07023366770881179
931,0.04302980797186717
932,0.012503816185937877
933,0.06172078815925741
934,-0.0387716547100152
935,-0.020553136280139217
936,0.02633546237884765
937,0.00682384512171752
938,0.056581502494003066
939,-0.0037719076963734777
940,-0.0340756996611723
941,0.03841112512015177
942,-0.024535968455472235
943,-0.041383729958221926
944,0.06940926913929424
945,0.030186093479515286
946,0.08057646303751675
947,-0.02507559395248382
948,-0.004175989720640705
949,-0.010122245581250522
950,0.008821116742142365
951,-0.0185350204954553
952,-0.0267273470128927
953,0.016838275592663043
954,0.02591713397782125
955,-0.015783414001631968
956,-0.04455473656713871
957,-0.018662482466776043
958,-0.04865788071127475
959,0.006773704783610723
960,0.03334977425351893
961,-0.06261320800900771
962,0.04057865051180287
963,-0.0429234629861982
964,-0.03540948360623497
965,0.023906602517056674
967,-0.009557171183079971
968,0.05154350234227989
969,0.06334640622421905
970,-0.0033778944855573645
971,0.015042456615207644
972,-0.03258881691503546
973,-0.04671244404873709
974,0.06826934148744268
975,-0.03834868318622231
976,-0.022267887166075084
977,0.0016049524246246616
978,0.003980517085701907
979,-0.03100853748131638
980,-0.008627676540563178
981,0.029800363933647933
982,-0.055468770006914414
983,-0.07573950058292434
984,0.0451165314833013
985,0.00748017682969615
986,0.004387919986627242
987,0.013938393686809158
988,-0.05539749411829076
989,0.0518115207506733
990,-0.022894983203920916
991,0.03316754258661736
992,0.043667407639750744
993,0.00041814214219448864
994,-0.011076135369182727
995,0.0016509714315904311
996,0.03809435902845548
997,0.0027817648329035993
998,-0.041750057000987995
999,0.00413747521480512
1000,-0.04503508286929159
1001,-0.04630420997491114
1002,-0.05624214041021636
1003,0.09517245604361935
1005,-0.04357746159514764
1006,0.01861044021988767
1007,0.02875845516037523
1008,0.03994513729815341
1009,-0.04822766394278488
1010,-0.013457142857142834
1011,-0.12637203510092965
1012,0.04057615487891786
1013,0.0
1014,0.1400149731598146
1015,-0.019729212368483573
1016,-0.06086349188249207
1017,0.005236237801083732
1018,-0.009466723034182833
1019,0.0430607423214695
1020,0.02294315358760768
1022,-0.007659036369645489
1023,-0.025007964319847087
1024,-0.025159287698088506
1025,0.018648018648018683
1026,0.03520737051494893
1027,0.040829300007223956
1028,-0.019627711997334818
1029,-0.011100570603310378
1030,-0.04046217945964525
1031,-0.053852007699538906
1032,0.0
1033,-0.004447388342165071
1034,0.031302474416246895
1035,-0.03471475530705659
1036,-0.024458164921549286
1037,0.006133268085800614
1038,0.015272125938295522
1039,0.02104658032991069
1040,0.0049264165402480575
1041,-0.0307831175298805
1042,-0.03074922123382251
1043,0.05563010453423445
1044,-0.02460727232780402
1046,-0.012435446567183095
1047,0.08509648545900772
1048,-0.0023209058924400505
1049,0.023248233045385147
1050,0.009093805207217143
1051,0.04098384180466663
1052,0.017300322571751625
1053,0.03745409705001568
1054,-0.030341818941758913
1055,-0.031708828362833064
1056,0.028365143842858043
1057,-0.01060563018275773
1058,0.008572717701910149
1059,-0.0012742998129219307
1060,-0.021717884678032373
1061,-0.0030525030525030417
1062,-0.04193341869398204
1063,-0.010502767326660778
1064,0.013829349932468205
1065,0.04092212343247703
1066,0.0
1067,-0.020546992376606732
1068,0.010709162441234543
1069,0.023819226823681428
1070,-0.009045239925332127
1071,0.0021746055930302877
1072,0.010849434723719575
1073,0.0184580046213374
1074,-0.0518465813744311
1075,-0.08887535928186108
1076,0.009743589743589798
1077,0.03428905612755284
1078,-0.014478089427869989
1079,-0.014192535330353917
1080,-0.007229063284935333
1081,0.006788028386300438
1082,0.03415568495249777
1083,-0.02095156247684804
1084,-0.008051456678017432
1085,-0.008635552232885257
1086,0.02416239592471192
1088,0.011303669944830785
1089,-0.027468943639004983
1090,-0.00047252495998784116
1091,0.020099429651996292
1092,-0.015024218142677737
1093,-0.019047763595246403
1094,-0.021367124644139146
1095,-0.014893045169246388
1096,-0.02165016289781574
1097,-0.03244750656167983
1098,-0.012783561086433193
1099,0.013481486570035006
1100,0.04148238523715109
1101,-0.008151510714111354
1102,-0.05201771653543308
1103,0.010313381439374325
1104,-0.013428106534212558
1105,-0.01036440339577438
1106,-0.017068977615605885
1107,-0.008406060930556292
1108,0.007901367890568833
1109,0.034214896694583885
1110,-0.016817750151083444
1111,0.006058903075112809
1112,-0.0027406347100513706
1113,-0.0016453990092597515
1114,-0.031349171561322
1116,0.015295286713559175
1117,0.004816918707300166
1118,0.04614297446475302
1119,0.0
1120,-0.012049292560474711
1121,-0.011567957128337802
1122,-0.06104058778440424
1123,-0.016267123287671215
1124,0.03305199668063219
1125,-0.04059561128526645
1126,0.009618526384577608
1127,0.014603855255971965
1128,0.007495863320109208
1129,0.08385935057482641
1130,0.02006389776357831
1131,-0.04549522139098683
1132,-0.02355058876471916
1133,0.013249865581073772
1134,-0.0005874995262100668
1135,0.0035649947852469666
1136,-0.005328496117000148
1137,0.0017856803632150253
1138,0.012496444486583824
1139,0.02880473461437605
1140,-0.07829680332046896
1141,0.012423218976516326
1142,0.02754584471322663
1143,-0.04053386998784936
1144,0.002493222787264715
1145,-0.03035746007934781
1146,-0.040895674300254425
1147,-0.027315561592664905
1148,-0.017128892186170308
1149,0.0027750643814936637
1150,0.06743563063162794
1151,-0.007155449548895576
1152,0.007854606225193184
1153,-0.013638436347054639
1154,-0.010569891569303214
1156,-0.042962264997532196
1157,0.0654961438383459
1158,0.0221107517655601
1159,0.03646304188729599
1160,0.03781774381126435
1161,-0.020110859864326702
1162,-0.10257719326907366
1163,0.000728182955967771
1164,0.035700479796257234
1165,-0.03517245921795065
1166,0.03288201160541582
1167,-0.03804802820004405
1168,0.06401300872592364
1169,-0.033815489259115705
1170,-0.001381246240559575
1171,0.021706636921360767
1172,0.025350451984802902
1173,0.0013415958602185363
1174,0.025371102888009922
1175,-0.023436689826817347
1176,-0.0013380057343103102
1177,-0.0320275615669261
1178,-0.07797258107039284
1179,-0.011937951247408707
1180,-0.09159311242946033
1181,-0.0016459594350642925
1182,-0.016726054353028763
1183,0.02717905725180514
1184,0.12808698857353473
1185,-0.01463346325296988
1186,-0.0855281856939839
1187,0.008158719469553821
1188,0.05402836296372415
1189,0.006117922343822357
1190,-0.04183826735791463
1191,-0.055573816085560446
1192,-0.0378015152732043
1193,0.030577891544475655
1194,-0.010151187904967607
1195,-0.032538730089461065
1196,0.14597840489413882
1197,0.04172304361730905
1198,0.057078757822647264
1199,-0.028059514766989868
1200,-0.07718475612559184
1201,-0.040674504333964356
1202,-0.0008308451252758697
1203,0.045708494659979726
1204,-0.04681675861040702
1205,0.006543615412690995
1206,0.020332046932062475
1207,0.0159415139361323
1208,-0.05881765029233921
1209,-0.09087288945524052
1210,-0.05221200175208063
1211,-0.08996518470591863
1212,0.14243152655990787
1213,-0.07441322901849212
1214,0.06534754906669238
1215,0.034892107952154916
1217,0.050599710390426544
1218,-0.06940940888877334
1219,-0.05262128325508608
1220,-0.041650688770242805
1221,0.009634029979377567
1222,0.028717761112127205
1223,0.051179468942626816
1224,-0.026556905641228035
1225,0.07272148049465677
1226,-0.012715982721382302
1227,-0.051491700620744374
1228,0.04073689673066938
1229,0.08692761572342733
1230,0.03601192751739424
1231,-0.03089790897908984
1232,0.07569680662029743
1233,-0.051845384179724396
1234,-0.003907513875407553
1235,-0.023512068362400718
1236,-0.03213837926358076
1237,0.049781890284203545
1238,0.027677042409590014
1239,-0.019236895630651563
1240,-0.007845684873319714
1241,-0.03555958497028311
1242,0.06966785042824308
1243,-0.0038326335318816795
1244,0.0
