,Date,Volume,forward_kr,nasdak,sp
931,2007-11-16,298681,915.599976,2637.23999,1458.73999
932,2007-11-19,321572,917.669983,2593.379883,1433.27002
933,2007-11-20,182331,917.570007,2596.810059,1439.699951
934,2007-11-21,270542,918.200012,2562.149902,1416.77002
935,2007-11-23,232741,932.030029,2596.600098,1440.699951
936,2007-11-26,226428,931.320007,2540.98999,1407.219971
937,2007-11-27,168035,,2580.800049,1428.22998
938,2007-11-28,181877,931.409973,2662.909912,1469.02002
939,2007-11-29,145057,931.409973,2668.129883,1469.719971
940,2007-11-30,136073,928.179993,2660.959961,1481.140015
941,2007-12-03,207856,919.47998,2637.129883,1472.420044
942,2007-12-04,227573,931.409973,2619.830078,1462.790039
943,2007-12-05,359909,921.140015,2666.360107,1485.01001
944,2007-12-06,207484,931.409973,2709.030029,1507.339966
945,2007-12-07,212252,919.909973,2706.159912,1504.660034
946,2007-12-10,130934,918.539978,2718.949951,1515.959961
947,2007-12-11,122917,922.820007,2652.350098,1477.650024
948,2007-12-12,147018,925.380005,2671.139893,1486.589966
949,2007-12-13,166755,924.640015,2668.48999,1488.410034
950,2007-12-14,162742,921.340027,2635.73999,1467.949951
951,2007-12-17,321831,928.590027,2574.459961,1445.900024
952,2007-12-18,299799,929.690002,2596.030029,1454.97998
953,2007-12-20,293583,,2640.860107,1460.119995
954,2007-12-21,218050,943.179993,2691.98999,1484.459961
955,2007-12-24,117691,937.679993,2713.5,1496.449951
956,2007-12-26,143969,921.890015,2724.409912,1497.660034
957,2007-12-27,203803,931.200012,2676.790039,1476.27002
958,2007-12-28,141297,938.700012,2674.459961,1478.48999
959,2008-01-02,125945,935.070007,2609.629883,1447.160034
960,2008-01-03,229428,937.119995,2602.679932,1447.160034
961,2008-01-04,218715,935.150024,2504.649902,1411.630005
962,2008-01-07,264295,939.530029,2499.459961,1416.180054
963,2008-01-08,160292,939.27002,2440.51001,1390.189941
964,2008-01-09,96101,938.890015,2474.550049,1409.130005
965,2008-01-10,240583,936.710022,2488.52002,1420.329956
966,2008-01-11,188071,932.77002,2439.939941,1401.02002
967,2008-01-14,97063,936.830017,2478.300049,1416.25
968,2008-01-15,131828,936.840027,2417.590088,1380.949951
969,2008-01-16,215890,937.01001,2394.590088,1373.199951
970,2008-01-17,346920,937.830017,2346.899902,1333.25
971,2008-01-18,482559,947.440002,2340.02002,1325.189941
972,2008-01-22,201762,949.02002,2292.27002,1310.5
973,2008-01-23,230831,950.289978,2316.409912,1338.599976
974,2008-01-24,244341,947.97998,2360.919922,1352.069946
975,2008-01-25,209869,946.02002,2326.199951,1330.609985
976,2008-01-28,188689,945.5,2349.909912,1353.959961
977,2008-01-29,141241,949.169983,2358.060059,1362.300049
978,2008-01-30,269403,942.929993,2349.0,1355.810059
979,2008-01-31,311280,940.640015,2389.860107,1378.550049
980,2008-02-01,747973,941.219971,2413.360107,1395.420044
981,2008-02-04,314942,946.460022,2382.850098,1380.819946
982,2008-02-05,365240,942.169983,2309.570068,1336.640015
983,2008-02-11,214061,943.059998,2320.060059,1339.130005
984,2008-02-12,253841,944.47998,2320.040039,1348.859985
985,2008-02-13,235843,945.289978,2373.929932,1367.209961
986,2008-02-14,140361,945.52002,2332.540039,1348.859985
987,2008-02-15,238073,943.820007,2321.800049,1349.98999
988,2008-02-19,91290,944.359985,2306.199951,1348.780029
989,2008-02-20,228480,943.609985,2327.100098,1360.030029
990,2008-02-21,181601,941.679993,2299.780029,1342.530029
991,2008-02-22,201432,947.309998,2303.350098,1353.109985
992,2008-02-25,131067,947.349976,2327.47998,1371.800049
993,2008-02-26,178740,945.450012,2344.98999,1381.290039
994,2008-02-27,272102,939.409973,2353.780029,1380.02002
995,2008-02-28,141653,941.080017,2331.570068,1367.680054
996,2008-02-29,126469,934.039978,2271.47998,1330.630005
997,2008-03-03,264166,937.840027,2258.600098,1331.339966
998,2008-03-04,452080,945.47998,2260.280029,1326.75
999,2008-03-05,262956,946.23999,2272.810059,1333.699951
1000,2008-03-06,175889,947.549988,2220.5,1304.339966
1001,2008-03-07,181354,947.070007,2212.48999,1293.369995
1002,2008-03-10,157226,955.469971,2169.340088,1273.369995
1003,2008-03-11,256917,964.73999,2255.76001,1320.650024
1004,2008-03-12,185065,969.039978,2243.870117,1308.77002
1005,2008-03-13,229486,967.049988,2263.610107,1315.47998
1006,2008-03-14,106747,979.5,2212.48999,1288.140015
1007,2008-03-17,140635,996.219971,2177.01001,1276.599976
1008,2008-03-18,190456,987.98999,2268.26001,1330.73999
1009,2008-03-19,127372,1017.400024,2209.959961,1298.420044
1010,2008-03-20,299762,1010.299988,2258.110107,1329.51001
1011,2008-03-24,131210,978.140015,2326.75,1349.880005
1012,2008-03-25,90801,1008.400024,2341.050049,1352.98999
1013,2008-03-26,400756,974.919983,2324.360107,1341.130005
1014,2008-03-27,250341,982.309998,2280.830078,1325.76001
1015,2008-03-28,255140,985.640015,2261.179932,1315.219971
1016,2008-03-31,226142,991.890015,2279.100098,1322.699951
1017,2008-04-01,284838,992.280029,2362.75,1370.180054
1018,2008-04-02,311031,,2361.399902,1367.530029
1019,2008-04-03,258888,970.099976,2363.300049,1369.310059
1020,2008-04-04,234474,974.530029,2370.97998,1370.400024
1021,2008-04-07,241949,972.869995,2364.830078,1372.540039
1022,2008-04-08,157529,974.549988,2348.76001,1365.540039
1023,2008-04-10,96936,975.75,2351.699951,1360.550049
1024,2008-04-11,177965,975.75,2290.23999,1332.829956
1025,2008-04-14,126053,973.289978,2275.820068,1328.319946
1026,2008-04-15,90954,979.01001,2286.040039,1334.430054
1027,2008-04-16,129633,986.72998,2350.110107,1364.709961
1028,2008-04-17,267730,989.599976,2341.830078,1365.560059
1029,2008-04-18,464027,992.299988,2402.969971,1390.329956
1030,2008-04-21,606455,1000.200012,2408.040039,1388.170044
1031,2008-04-22,181180,995.159973,2376.939941,1375.939941
1032,2008-04-23,179493,997.469971,2405.209961,1379.930054
1033,2008-04-24,156434,991.320007,2428.919922,1388.819946
1034,2008-04-25,136446,994.52002,2422.929932,1397.839966
1035,2008-04-28,138168,995.0,2424.399902,1396.369995
1036,2008-04-29,87931,994.98999,2426.100098,1390.939941
1037,2008-04-30,129373,1004.0,2412.800049,1385.589966
1038,2008-05-02,182149,1002.400024,2476.98999,1413.900024
1039,2008-05-06,211931,1008.400024,2483.310059,1418.26001
1040,2008-05-07,282875,1015.400024,2438.48999,1392.569946
1041,2008-05-08,1058432,1028.5,2451.23999,1397.680054
1042,2008-05-09,601493,1040.400024,2445.52002,1388.280029
1043,2008-05-13,339745,1041.099976,2495.120117,1403.040039
1044,2008-05-14,304551,1048.699951,2496.699951,1408.660034
1045,2008-05-15,230701,1046.800049,2533.72998,1423.569946
1046,2008-05-16,265368,1046.0,2528.850098,1425.349976
1047,2008-05-19,339292,1036.099976,2516.090088,1426.630005
1048,2008-05-20,198260,1039.800049,2492.26001,1413.400024
1049,2008-05-21,165222,1047.599976,2448.27002,1390.709961
1050,2008-05-22,131638,1039.0,2464.580078,1394.349976
1051,2008-05-23,368318,1041.599976,2444.669922,1375.930054
1052,2008-05-27,103489,1047.5,2481.23999,1385.349976
1053,2008-05-28,179986,1044.199951,2486.699951,1390.839966
1054,2008-05-29,379708,1031.199951,2508.320068,1398.26001
1055,2008-05-30,325019,1031.099976,2522.659912,1400.380005
1056,2008-06-02,281717,1029.099976,2491.530029,1385.670044
1057,2008-06-03,169688,1021.700012,2480.47998,1377.650024
1058,2008-06-04,238143,1016.400024,2503.139893,1377.199951
1059,2008-06-05,343433,1019.599976,2549.939941,1404.050049
1060,2008-06-09,230915,1020.599976,2459.459961,1361.76001
1061,2008-06-10,179584,1036.5,2448.939941,1358.439941
1062,2008-06-11,200183,1027.300049,2394.01001,1335.48999
1063,2008-06-12,458141,1030.099976,2404.350098,1339.869995
1064,2008-06-13,671328,1029.400024,2454.5,1360.030029
1065,2008-06-16,288679,1043.199951,2474.780029,1360.140015
1066,2008-06-17,162591,1037.800049,2457.72998,1350.930054
1067,2008-06-18,233849,1020.700012,2429.709961,1337.810059
1068,2008-06-19,129586,1026.0,2462.060059,1342.829956
1069,2008-06-20,287319,1027.0,2406.090088,1317.930054
1070,2008-06-23,102417,1030.699951,2385.73999,1318.0
1071,2008-06-24,366163,1034.0,2368.280029,1314.290039
1072,2008-06-25,292739,1033.300049,2401.26001,1321.969971
1073,2008-06-26,176352,1026.699951,2321.370117,1283.150024
1074,2008-06-27,322147,1039.400024,2315.629883,1278.380005
1075,2008-06-30,202224,1041.099976,2292.97998,1280.0
1076,2008-07-01,156163,1046.0,2304.969971,1284.910034
1077,2008-07-02,138620,,2251.459961,1261.52002
1078,2008-07-03,177029,1035.5,2245.379883,1262.900024
1079,2008-07-07,417044,1047.699951,2243.320068,1252.310059
1080,2008-07-08,426149,1039.300049,2294.439941,1273.699951
1081,2008-07-09,240862,1025.0,2234.889893,1244.689941
1082,2008-07-10,327949,999.210022,2257.850098,1253.390015
1083,2008-07-11,344989,996.530029,2239.080078,1239.48999
1084,2008-07-14,162864,996.419983,2212.870117,1228.300049
1085,2008-07-15,148506,1004.299988,2215.709961,1214.910034
1086,2008-07-16,195924,1007.099976,2284.850098,1245.359985
1087,2008-07-17,599989,1007.700012,2312.300049,1260.319946
1088,2008-07-18,291763,1010.799988,2282.780029,1260.680054
1089,2008-07-21,150521,1012.700012,2279.530029,1260.0
1090,2008-07-22,176632,1015.0,2303.959961,1277.0
1091,2008-07-23,68606,1015.5,2325.879883,1282.189941
1092,2008-07-24,173709,1009.900024,2280.110107,1252.540039
1093,2008-07-25,370332,1004.099976,2310.530029,1257.76001
1094,2008-07-28,161402,1007.5,2264.219971,1234.369995
1095,2008-07-29,177393,1005.700012,2319.620117,1263.199951
1096,2008-07-30,103307,1005.700012,2329.719971,1284.26001
1097,2008-07-31,179829,1010.400024,2325.550049,1267.380005
1098,2008-08-01,195668,1010.700012,2310.959961,1260.310059
1099,2008-08-04,78664,,2285.560059,1249.01001
1100,2008-08-05,77198,,2349.830078,1284.880005
1101,2008-08-06,176007,,2378.370117,1289.189941
1102,2008-08-07,228186,,2355.72998,1266.069946
1103,2008-08-08,371274,,2414.100098,1296.319946
1104,2008-08-11,476295,,2439.949951,1305.319946
1105,2008-08-12,214062,,2430.610107,1289.589966
1106,2008-08-13,229376,,2428.620117,1285.829956
1107,2008-08-14,116496,,2453.669922,1292.930054
1108,2008-08-18,110455,,2416.97998,1278.599976
1109,2008-08-19,160389,,2384.360107,1266.689941
1110,2008-08-20,142120,,2389.080078,1274.540039
1111,2008-08-21,728765,,2380.379883,1277.719971
1112,2008-08-22,289255,,2414.709961,1292.199951
1113,2008-08-25,244700,,2365.590088,1266.839966
1114,2008-08-26,342332,,2361.969971,1271.51001
1115,2008-08-27,244074,1089.160034,2382.459961,1281.660034
1116,2008-08-28,153153,1083.910034,2411.639893,1300.680054
1117,2008-08-29,80490,1078.599976,2367.52002,1282.829956
1118,2008-09-02,187034,1116.01001,2349.23999,1277.579956
1119,2008-09-03,324634,1133.660034,2333.72998,1274.97998
1120,2008-09-04,405244,1148.099976,2259.040039,1236.829956
1121,2008-09-05,242178,1137.699951,2255.879883,1242.310059
1122,2008-09-08,175044,1116.699951,2269.76001,1267.790039
1123,2008-09-09,224796,1077.900024,2209.810059,1224.51001
1124,2008-09-10,174810,1101.599976,2228.699951,1232.040039
1125,2008-09-11,661958,1093.0,2258.219971,1249.050049
1126,2008-09-12,426556,1104.900024,2261.27002,1251.699951
1127,2008-09-16,238722,1100.699951,2207.899902,1213.599976
1128,2008-09-17,255311,1160.0,2098.850098,1156.390015
1129,2008-09-18,379975,1099.599976,2199.100098,1206.51001
1130,2008-09-19,353824,1158.5,2273.899902,1255.079956
1131,2008-09-22,603479,1136.599976,2178.97998,1207.089966
1132,2008-09-23,282460,1119.0,2153.330078,1188.219971
1133,2008-09-24,243605,1147.099976,2155.679932,1185.869995
1134,2008-09-25,506092,1154.199951,2186.570068,1209.180054
1135,2008-09-26,514459,1157.300049,2183.340088,1213.27002
1136,2008-09-29,464848,1160.0,1983.72998,1106.420044
1137,2008-09-30,320047,1183.699951,2091.879883,1166.359985
1138,2008-10-01,592744,1204.800049,2069.399902,1161.060059
1139,2008-10-02,674079,1189.900024,1976.719971,1114.280029
1140,2008-10-06,284741,1226.800049,1862.959961,1056.890015
1141,2008-10-07,727992,1268.099976,1754.880005,996.22998
1142,2008-10-08,420426,1333.5,1740.329956,984.940002
1143,2008-10-09,580108,1397.599976,1645.119995,909.919983
1144,2008-10-10,669992,1386.599976,1649.51001,899.219971
1145,2008-10-13,400331,1313.800049,1844.25,1003.349976
1146,2008-10-14,364348,1229.0,1779.01001,998.01001
1147,2008-10-15,556611,1209.699951,1628.329956,907.840027
1148,2008-10-16,177060,1249.199951,1717.709961,946.429993
1149,2008-10-17,323189,1362.5,1711.290039,940.549988
1150,2008-10-20,320831,1337.0,1770.030029,985.400024
1151,2008-10-21,242863,1309.0,1696.680054,955.049988
1152,2008-10-22,172062,1311.599976,1615.75,896.780029
1153,2008-10-23,190462,1420.300049,1603.910034,908.109985
1154,2008-10-24,225800,1399.400024,1552.030029,876.77002
1155,2008-10-27,365392,1428.0,1505.900024,848.919983
1156,2008-10-28,308651,1466.599976,1649.469971,940.51001
1157,2008-10-29,445256,1415.099976,1657.209961,930.090027
1158,2008-10-30,632417,1378.800049,1698.52002,954.090027
1159,2008-10-31,570953,1246.099976,1720.949951,968.75
1160,2008-11-03,356984,1289.199951,1726.329956,966.299988
1161,2008-11-04,333951,1272.099976,1780.119995,1005.75
1162,2008-11-05,275356,1258.699951,1681.640015,952.77002
1163,2008-11-06,707358,1277.900024,1608.699951,904.880005
1164,2008-11-07,284739,1336.900024,1647.400024,930.98999
1165,2008-11-10,431630,1315.400024,1616.73999,919.210022
1166,2008-11-11,276131,1329.800049,1580.900024,898.950012
1167,2008-11-12,177494,1334.599976,1499.209961,852.299988
1168,2008-11-13,156021,1367.0,1596.699951,911.289978
1169,2008-11-14,190613,1363.699951,1516.849976,873.289978
1170,2008-11-17,223624,1413.800049,1482.050049,850.75
1171,2008-11-18,310651,1419.099976,1483.27002,859.119995
1172,2008-11-19,557231,1453.400024,1386.420044,806.580017
1173,2008-11-20,532331,1456.5,1316.119995,752.440002
1174,2008-11-21,628008,1506.900024,1384.349976,800.030029
1175,2008-11-24,638856,1486.0,1472.02002,851.809998
1176,2008-11-25,271803,1507.900024,1464.72998,857.390015
1177,2008-11-26,263526,1501.0,1532.099976,887.679993
1178,2008-11-28,599698,1474.900024,1535.569946,896.23999
1179,2008-12-01,399179,1467.900024,1398.069946,816.210022
1180,2008-12-02,258409,1443.400024,1449.800049,848.809998
1181,2008-12-03,296473,1465.300049,1492.380005,870.73999
1182,2008-12-04,344998,1463.800049,1445.560059,845.219971
1183,2008-12-05,297980,1487.699951,1509.310059,876.070007
1184,2008-12-08,188291,1467.599976,1571.73999,909.700012
1185,2008-12-09,381158,1450.099976,1547.339966,888.669983
1186,2008-12-10,253846,1440.599976,1565.47998,899.23999
1187,2008-12-11,345560,1393.900024,1507.880005,873.590027
1188,2008-12-12,289037,1351.900024,1540.719971,879.72998
1189,2008-12-15,198929,1370.199951,1508.339966,868.570007
1190,2008-12-16,267900,1358.900024,1589.890015,913.179993
1191,2008-12-17,573343,1324.300049,1579.310059,904.419983
1192,2008-12-18,491176,1318.900024,1552.369995,885.280029
1193,2008-12-19,169540,1282.699951,1564.319946,887.880005
1194,2008-12-22,380294,1281.400024,1532.349976,871.630005
1195,2008-12-23,319716,1307.5,1521.540039,863.159973
1196,2008-12-24,154054,1338.900024,1524.900024,868.150024
1197,2008-12-26,171694,1318.099976,1530.23999,872.799988
1198,2008-12-29,145385,1330.5,1510.319946,869.419983
1199,2008-12-30,173308,1279.199951,1550.699951,890.640015
1200,2009-01-02,235554,1252.900024,1632.209961,931.799988
1201,2009-01-05,142601,1322.5,1628.030029,927.450012
1202,2009-01-06,125537,1307.800049,1652.380005,934.700012
1203,2009-01-07,435885,1304.400024,1599.060059,906.650024
1204,2009-01-08,386566,1301.0,1617.01001,909.72998
1205,2009-01-09,457189,1330.400024,1571.589966,890.349976
1206,2009-01-12,238947,1351.699951,1538.790039,870.26001
1207,2009-01-13,158320,1352.199951,1546.459961,871.789978
1208,2009-01-14,268118,1352.099976,1489.640015,842.619995
1209,2009-01-15,206837,1348.800049,1511.839966,843.73999
1210,2009-01-16,278400,1384.800049,1529.329956,850.119995
1211,2009-01-20,126483,1365.0,1440.859985,805.219971
1212,2009-01-21,70583,1358.300049,1507.069946,840.23999
1213,2009-01-22,182487,1354.199951,1465.48999,827.5
1214,2009-01-23,89562,1367.699951,1477.290039,831.950012
1215,2009-01-28,158174,1377.400024,1558.339966,874.090027
1216,2009-01-29,150592,1381.800049,1507.839966,845.140015
1217,2009-01-30,502391,1379.0,1476.420044,825.880005
1218,2009-02-02,270952,1377.099976,1494.430054,825.440002
1219,2009-02-03,289936,1390.800049,1516.300049,838.51001
1220,2009-02-04,315094,1394.699951,1515.050049,832.22998
1221,2009-02-05,320229,1377.400024,1546.23999,845.849976
1222,2009-02-06,464734,1388.5,1591.709961,868.599976
1223,2009-02-09,1019929,1366.900024,1591.560059,869.890015
1224,2009-02-10,559438,1387.400024,1524.72998,827.159973
1225,2009-02-11,437315,1393.699951,1530.5,833.73999
1226,2009-02-12,351463,1396.800049,1541.709961,835.190002
1227,2009-02-13,539381,1391.699951,1534.359985,826.840027
1228,2009-02-17,373954,1423.699951,1470.660034,789.169983
1229,2009-02-18,306042,1453.0,1467.969971,788.419983
1230,2009-02-19,248570,1461.5,1442.819946,778.940002
1231,2009-02-20,230381,1483.0,1441.22998,770.049988
1232,2009-02-23,503525,1489.699951,1387.719971,743.330017
1233,2009-02-24,434686,1504.699951,1441.829956,773.140015
1234,2009-02-25,375316,1500.099976,1425.430054,764.900024
1235,2009-02-26,270053,1515.599976,1391.469971,752.830017
1236,2009-02-27,196510,1517.5,1377.839966,735.090027
1237,2009-03-02,454200,1530.300049,1322.849976,700.820007
1238,2009-03-03,337271,1571.400024,1321.01001,696.330017
1239,2009-03-04,237141,1553.0,1353.73999,712.869995
1240,2009-03-05,219336,1546.599976,1299.589966,682.549988
1241,2009-03-06,444427,1568.599976,1293.849976,683.380005
1242,2009-03-09,411686,1553.900024,1268.640015,676.530029
1243,2009-03-10,399639,1547.699951,1358.280029,719.599976
1244,2009-03-11,568929,1504.800049,1371.640015,721.359985
1245,2009-03-12,727382,1460.5,1426.099976,750.73999
1246,2009-03-13,1387309,1484.0,1431.5,756.549988
1247,2009-03-16,638747,1479.300049,1404.02002,753.890015
1248,2009-03-17,427219,1439.599976,1462.109985,778.119995
1249,2009-03-18,499333,1412.5,1491.219971,794.349976
1250,2009-03-19,420132,1381.900024,1483.47998,784.039978
1251,2009-03-20,299784,1393.099976,1457.27002,768.539978
1252,2009-03-23,352080,1399.5,1555.77002,822.919983
1253,2009-03-24,232545,1382.5,1516.52002,806.119995
1254,2009-03-25,273639,1391.599976,1528.949951,813.880005
1255,2009-03-26,275284,1352.800049,1587.0,832.859985
1256,2009-03-27,247681,1333.599976,1545.199951,815.940002
1257,2009-03-30,219854,1343.099976,1501.800049,787.530029
1258,2009-03-31,216264,1391.800049,1528.589966,797.869995
1259,2009-04-01,472149,1375.099976,1551.599976,811.080017
1260,2009-04-02,434780,1376.800049,1602.630005,834.380005
1261,2009-04-03,478712,1328.300049,1621.869995,842.5
1262,2009-04-06,418841,1331.800049,1606.709961,835.47998
1263,2009-04-07,407812,1300.699951,1561.609985,815.549988
1264,2009-04-08,397676,1317.300049,1590.660034,825.159973
1265,2009-04-09,349393,1353.099976,1652.540039,856.559998
1266,2009-04-13,244525,1318.099976,1653.310059,858.72998
1267,2009-04-14,347175,1299.400024,1625.719971,841.5
1268,2009-04-15,295600,1320.5,1626.800049,852.059998
1269,2009-04-16,342456,1328.300049,1670.439941,865.299988
1270,2009-04-17,397372,1333.099976,1673.069946,869.599976
1271,2009-04-20,443862,1325.800049,1608.209961,832.390015
1272,2009-04-21,317664,1327.5,1643.849976,850.080017
1273,2009-04-22,447194,1354.300049,1646.119995,843.549988
1274,2009-04-23,287056,1346.599976,1652.209961,851.919983
1275,2009-04-24,248595,1333.599976,1694.290039,866.22998
1276,2009-04-27,348895,1340.300049,1679.410034,857.51001
1277,2009-04-28,380451,1350.5,1673.810059,855.159973
1278,2009-04-29,287677,1344.900024,1711.939941,873.640015
1279,2009-04-30,198527,1341.300049,1717.300049,872.809998
1280,2009-05-04,530450,1278.099976,1763.560059,907.23999
1281,2009-05-06,468354,1262.099976,1759.099976,919.530029
1282,2009-05-07,455381,1271.800049,1716.23999,907.390015
1283,2009-05-08,399474,1259.099976,1739.0,929.22998
1284,2009-05-11,371844,1228.800049,1731.23999,909.23999
1285,2009-05-12,679814,1235.599976,1715.920044,908.349976
1286,2009-05-13,754183,1236.699951,1664.189941,883.919983
1287,2009-05-14,614288,1241.099976,1689.209961,893.070007
1288,2009-05-15,357302,1262.099976,1680.140015,882.880005
1289,2009-05-18,184077,1255.0,1732.359985,909.710022
1290,2009-05-19,232199,1256.0,1734.540039,908.130005
1291,2009-05-20,205771,1242.300049,1727.839966,903.469971
1292,2009-05-21,419891,1245.5,1695.25,888.330017
1293,2009-05-22,195184,1233.5,1692.01001,887.0
1294,2009-05-26,233427,1244.5,1750.430054,910.330017
1295,2009-05-27,181343,1264.800049,1731.079956,893.059998
1296,2009-05-28,424043,1273.199951,1751.790039,906.830017
1297,2009-05-29,195848,1267.199951,1774.329956,919.140015
1298,2009-06-01,265409,1250.099976,1828.680054,942.869995
1299,2009-06-02,318656,1249.5,1836.800049,944.73999
1300,2009-06-03,321421,1231.099976,1825.920044,931.76001
1301,2009-06-04,255343,1240.400024,1850.02002,942.460022
1302,2009-06-05,211809,1247.400024,1849.420044,940.090027
1303,2009-06-08,492685,1253.199951,1842.400024,939.140015
1304,2009-06-09,173458,1245.599976,1860.130005,942.429993
1305,2009-06-10,312900,1257.5,1853.079956,939.150024
1306,2009-06-11,207307,1257.400024,1862.369995,944.890015
1307,2009-06-12,328383,1250.900024,1858.800049,946.210022
1308,2009-06-15,192564,1250.900024,1816.380005,923.719971
1309,2009-06-16,184966,1257.099976,1796.180054,911.969971
1310,2009-06-17,184638,1263.900024,1808.060059,910.710022
1311,2009-06-18,165145,1261.300049,1807.719971,918.369995
1312,2009-06-19,320203,1269.800049,1827.469971,921.22998
1313,2009-06-22,183397,1272.5,1766.189941,893.039978
1314,2009-06-23,167634,1280.599976,1764.920044,895.099976
1315,2009-06-24,221130,1281.800049,1792.339966,900.940002
1316,2009-06-25,138195,1281.099976,1829.540039,920.26001
1317,2009-06-26,206178,1285.5,1838.219971,918.900024
1318,2009-06-29,217326,1282.199951,1844.060059,927.22998
1319,2009-06-30,211540,1279.099976,1835.040039,919.320007
1320,2009-07-01,258203,1272.599976,1845.719971,923.330017
1321,2009-07-02,177804,1261.900024,1796.52002,896.419983
1322,2009-07-06,315788,1267.699951,1787.400024,898.719971
1323,2009-07-07,150254,1267.0,1746.170044,881.030029
1324,2009-07-08,134565,1277.199951,1747.170044,879.559998
1325,2009-07-09,103030,1274.800049,1752.550049,882.679993
1326,2009-07-10,289288,1277.400024,1756.030029,879.130005
1327,2009-07-13,180687,1287.199951,1793.209961,901.049988
1328,2009-07-14,133659,1307.199951,1799.72998,905.840027
1329,2009-07-15,157294,1294.800049,1862.900024,932.679993
1330,2009-07-16,158604,1272.199951,1885.030029,940.73999
1331,2009-07-17,109541,1263.199951,1886.609985,940.380005
1332,2009-07-20,124010,1259.599976,1909.290039,951.130005
1333,2009-07-21,247503,1243.199951,1916.199951,954.580017
1334,2009-07-22,213890,1246.800049,1926.380005,954.070007
1335,2009-07-23,168994,1251.900024,1973.599976,976.289978
1336,2009-07-24,240353,1255.599976,1965.959961,979.26001
1337,2009-07-27,152918,1245.0,1967.890015,982.179993
1338,2009-07-28,284500,1239.0,1975.51001,979.619995
1339,2009-07-29,269064,1240.800049,1967.76001,975.150024
1340,2009-07-30,184009,1244.699951,1984.300049,986.75
1341,2009-07-31,263785,1229.699951,1978.5,987.47998
1342,2009-08-03,411815,1223.099976,2008.609985,1002.630005
1343,2009-08-04,343637,1213.900024,2011.310059,1005.650024
1344,2009-08-05,301028,1217.599976,1993.050049,1002.719971
1345,2009-08-06,252152,1223.0,1973.160034,997.080017
1346,2009-08-07,469557,1223.300049,2000.25,1010.47998
1347,2009-08-10,764779,1222.599976,1992.23999,1007.099976
1348,2009-08-11,708841,1228.099976,1969.72998,994.349976
1349,2009-08-12,513759,1241.400024,1998.719971,1005.809998
1350,2009-08-13,226778,1241.400024,2009.349976,1012.72998
1351,2009-08-14,388989,1235.400024,1985.52002,1004.090027
1352,2009-08-17,445085,1240.099976,1930.839966,979.72998
1353,2009-08-18,340812,1256.400024,1955.920044,989.669983
1354,2009-08-19,445420,1243.300049,1969.23999,996.460022
1355,2009-08-20,390826,1251.099976,1989.219971,1007.369995
1356,2009-08-21,477740,1242.800049,2020.900024,1026.130005
1357,2009-08-24,682094,1240.699951,2017.97998,1025.569946
1358,2009-08-25,342655,1227.099976,2024.22998,1028.0
1359,2009-08-26,432888,1252.199951,2024.430054,1028.119995
1360,2009-08-27,334826,1247.699951,2027.72998,1030.97998
1361,2009-08-28,476276,1238.199951,2028.77002,1028.930054
1362,2009-08-31,250618,1221.599976,2009.060059,1020.619995
1363,2009-09-01,216203,1249.5,1968.890015,998.039978
1364,2009-09-02,419660,1248.0,1967.069946,994.75
1365,2009-09-03,361038,1244.199951,1983.199951,1003.23999
1366,2009-09-04,258413,1246.5,2018.780029,1016.400024
1367,2009-09-08,228515,1232.699951,2037.77002,1025.390015
1368,2009-09-09,286869,1220.699951,2060.389893,1033.369995
1369,2009-09-10,327615,1223.0,2084.02002,1044.140015
1370,2009-09-11,367290,1220.300049,2080.899902,1042.72998
1371,2009-09-14,217310,1220.900024,2091.780029,1049.339966
1372,2009-09-15,232960,1219.900024,2102.639893,1052.630005
1373,2009-09-16,443873,1193.300049,2133.149902,1068.76001
1374,2009-09-17,494909,1204.5,2126.75,1065.48999
1375,2009-09-18,563705,1184.199951,2132.860107,1068.300049
1376,2009-09-21,947270,1187.199951,2138.040039,1064.660034
1377,2009-09-22,402170,1205.199951,2146.300049,1071.660034
1378,2009-09-23,495122,1203.199951,2131.419922,1060.869995
1379,2009-09-24,617791,1196.400024,2107.610107,1050.780029
1380,2009-09-25,250652,1194.199951,2090.919922,1044.380005
1381,2009-09-28,341316,1157.800049,2130.73999,1062.97998
1382,2009-09-29,336795,1176.0,2124.040039,1060.609985
1383,2009-09-30,223064,1162.800049,2122.419922,1057.079956
1384,2009-10-01,454445,1173.699951,2057.47998,1029.849976
1385,2009-10-05,283095,1160.099976,2068.149902,1040.459961
1386,2009-10-06,309456,1163.900024,2103.570068,1054.719971
1387,2009-10-07,678594,1167.800049,2110.330078,1057.579956
1388,2009-10-08,579522,1164.199951,2123.929932,1065.47998
1389,2009-10-09,381882,1166.5,2139.280029,1071.48999
1390,2009-10-12,263187,1162.5,2139.139893,1076.189941
1391,2009-10-13,186165,1169.300049,2139.889893,1073.189941
1392,2009-10-14,416847,1165.400024,2172.22998,1092.02002
1393,2009-10-15,359241,1155.199951,2173.290039,1096.560059
1394,2009-10-16,317941,1156.400024,2156.800049,1087.680054
1395,2009-10-19,664947,1153.0,2176.320068,1097.910034
1396,2009-10-20,380534,1166.400024,2163.469971,1091.060059
1397,2009-10-21,272530,1179.900024,2150.72998,1081.400024
1398,2009-10-22,185614,1179.400024,2165.290039,1092.910034
1399,2009-10-23,295674,1185.400024,2154.469971,1079.599976
